"Acquisition_Blocking_Immunity_Decay_Rate","float","0","1","0.001","The rate at which acquisition-blocking immunity decays after the initial period indicated by the base acquisition-blocking immunity offset. Only used when **Enable_Immunity** and **Enable_Immune_Decay** parameters are set to true (1).",".. code-block:: json

    {
      ""Acquisition_Blocking_Immunity_Decay_Rate"": 0.05
    }
"
"Acquisition_Blocking_Immunity_Duration_Before_Decay","float","0","45000","0","The number of days after infection until acquisition-blocking immunity begins to decay. **Enable_Immunity** and **Enable_Immune_Decay** must be set to true (1).",".. code-block:: json

    {
      ""Acquisition_Blocking_Immunity_Duration_Before_Decay"": 10
    }
"
"Antibody_Capacity_Growth_Rate","float","0","1","0.1","The maximum daily rate of specific antibody capacity increase. Antibody production begins at a capacity of 0.3., and hyperimmunity results at 0.4. The actual growth rate tends to be lower and is a function of antigen concentrations.",".. code-block:: json

    {
      ""Antibody_Capacity_Growth_Rate"": 0.09
    }
"
"Antibody_CSP_Decay_Days","float","1","3.40E+38","90","Exponential decay time for the circumsporozoite protein (CSP) antibody concentration (in days) when boosted above natural maximum concentrations.",".. code-block:: json

    {
      ""Antibody_CSP_Decay_Days"": 80
    }
"
"Antibody_CSP_Killing_Inverse_Width","float","1.00E-0","1000000","1.5","The inverse width of the sigmoidal sporozoite killing function of circumsporozoite protein (CSP) antibody concentration.",".. code-block:: json

    {
      ""Antibody_CSP_Killing_Inverse_Width"": 1.7
    }
"
"Antibody_CSP_Killing_Threshold","float","1.00E-0","1000000","10","The threshold value on circumsporozoite protein (CSP) antibody concentration for sporozoite killing.",".. code-block:: json

    {
      ""Antibody_CSP_Killing_Threshold"": 20
    }
"
"Antibody_IRBC_Kill_Rate","double","NA","NA","2","The scale factor multiplied by antibody level to produce the rate of clearance of the infected red blood cell (IRBC) population.",".. code-block:: json

    {
      ""Antibody_IRBC_Kill_Rate"": 1.595
    }
"
"Antibody_Memory_Level","float","0","0.35","0.2","The limiting level of antibody capacity that remains after a prolonged absence of a specific antigen. The antibody capacity decays to this level gradually after infection is cleared. The decay rate in antibody capacity is set so that hyperimmunity is lost within 4 months, and capacity continues to decay to this level. The antibody memory level is relevant for year-scale dynamics, but not for long-term dynamics (10-20 years).",".. code-block:: json

    {
      ""Antibody_Memory_Level"": 0.3
    }
"
"Antibody_Stimulation_C50","float","0.1","10000","10","The concentration of an antigen, measured in IRBC/ul at which growth in antibody capacity against the antigen increases at half the maximum rate specified by **Antibody_Capacity_Growth_Rate**.",".. code-block:: json

    {
      ""Antibody_Stimulation_C50"": 30,
      ""Antibody_Capacity_Growth_Rate"": 0.09
    }
"
"Antigen_Switch_Rate","double","NA","NA","2.00E-09","The antigenic switching rate per infected red blood cell per asexual cycle. See **Parasite_Switch_Type** for different switching patterns.",".. code-block:: json

    {
      ""Antigen_Switch_Rate"": 5e-09
    }
"
"Cytokine_Gametocyte_Inactivation","float","0","1","0.02","The strength of inflammatory response inactivation of gametocytes.",".. code-block:: json

    {
      ""Cytokine_Gametocyte_Inactivation"": 0.0167
    }
"
"Enable_Immunity","boolean","0","1","1","Controls whether or not an individual has protective immunity after an infection clears.
",".. code-block:: json

    {
      ""Enable_Immunity"": 1
    }
"
"Enable_Initial_Susceptibility_Distribution","boolean","0","1","0","Controls whether or not individuals in the population have immunity at the beginning of the simulation. If set to 0, individuals are not initialized with immunity but may acquire immunity. If set to 1, you must indicate the type of distribution to use for immunity in the configuration parameter **Susceptibility_Initialization_Distribution_Type** and the distribution values in the demographics file. **Enable_Immunity** must be set to 1.",".. code-block:: json

    {
      ""Enable_Immunity"": 1,
      ""Enable_Initial_Susceptibility_Distribution"": 1,
      ""Susceptibility_Initialization_Distribution_Type"": ""DISTRIBUTION_SIMPLE""
    }
"
"Enable_Maternal_Antibodies_Transmission","boolean","0","1","0","Controls whether or not mothers pass antibodies to their infants. When enabled, you must set **Maternal_Antibodies_Type**,**Maternal_Antibody_Protection**, and **Maternal_Antibody_Decay_Rate**. **Enable_Birth** must be set to 1.",".. code-block:: json

    {
      ""Enable_Maternal_Antibodies_Transmission"": 1,
      ""Maternal_Antibodies_Type"": ""SIMPLE_WANING"",
      ""Maternal_Antibody_Protection"": 0.23,
      ""Maternal_Antibody_Decay_Rate"": 0.03
    }
"
"Enable_Maternal_Protection","boolean","0","1","0","Controls whether or not mothers pass immunity on to their infants. Setting to 1 (true) enables maternal protection as defined by **Maternal_Protection_Type**. **Enable_Birth** must be set to 1 (true).",".. code-block:: json

    {
      ""Enable_Maternal_Protection"": 1,
      ""Maternal_Protection_Type"": ""LINEAR_FRACTIONAL""
    }
"
"Erythropoiesis_Anemia_Effect","float","0","1000","3.5","The exponential rate of increased red-blood-cell production from reduced red-blood-cell availability.",".. code-block:: json

    {
      ""Erythropoiesis_Anemia_Effect"": 3
    }
"
"Falciparum_MSP_Variants","integer","0","1000","100","The number of distinct :term:`merozoite surface protein (MSP)` variants for *P. falciparum* malaria in the overall parasite population in the simulation, not necessarily in an individual.",".. code-block:: json

    {
      ""Falciparum_MSP_Variants"": 4
    }
"
"Falciparum_Nonspecific_Types","integer","0","1000","20","The number of distinct non-specific types of *P. falciparum* malaria.",".. code-block:: json

    {
      ""Falciparum_Nonspecific_Types"": 92
    }
"
"Falciparum_PfEMP1_Variants","integer","0","100000","1000","The number of distinct :term:`Plasmodium falciparum erythrocyte membrane protein 1 (PfEMP1)` variants for *P. falciparum* malaria in the overall parasite population in the simulation.",".. code-block:: json

    {
      ""Falciparum_PfEMP1_Variants"": 300
    }
"
"Fever_IRBC_Kill_Rate","float","0","1000","0.15","The maximum kill rate for infected red blood cells due to the inflammatory innate immune response. As fever increases above 38.5 degrees Celsius, the kill rate becomes successively higher along a sigmoidal curve approaching this rate.
",".. code-block:: json

    {
      ""Fever_IRBC_Kill_Rate"": 1.4
    }
"
