"Bodyweight_Exponent","float","0","100000","0","The effect of bodyweight on maximum drug concentration in an individual patient. **Drug_Cmax** is divided by patient bodyweight raised to the power of **Bodyweight_Exponent** to account for the influence of body size on volume of distribution.",".. code-block:: json

    {
        ""Malaria_Drug_Params"": [
            {
                ""Name"": ""Artemether"",
                ""Bodyweight_Exponent"": 2
            }
        ]
    }
"
"Drug_Cmax","float","0","100000","1000","The maximum drug concentration used.

.. note::

    This parameter and the **Drug_PKPD_C50** parameter must use the same units.

",".. code-block:: json

    {
        ""Malaria_Drug_Params"": [
            {
                ""Name"": ""Artemether"",
                ""Drug_Cmax"": 1000,
                ""Drug_PKPD_C50"": 100
            }
        ]
    }
"
"Drug_Decay_T1","float","0","100000","1","The primary drug decay rate, in days.",".. code-block:: json

    {
        ""Malaria_Drug_Params"": [
            {
                ""Name"": ""Artemether"",
                ""Drug_Decay_T1"": 1,
                ""Drug_Decay_T2"": 1
            }
        ]
    }
"
"Drug_Decay_T2","float","0","100000","1","The secondary drug decay rate, in days.",".. code-block:: json

    {
        ""Malaria_Drug_Params"": [
            {
                ""Name"": ""Artemether"",
                ""Drug_Decay_T1"": 1,
                ""Drug_Decay_T2"": 1
            }
        ]
    }
"
"Drug_Dose_Interval","float","0","100000","1","The interval between doses of drugs, in days.",".. code-block:: json

    {
        ""Malaria_Drug_Params"": [
            {
                ""Name"": ""Artemether"",
                ""Drug_Dose_Interval"": 1
            }
        ]
    }
"
"Drug_Fulltreatment_Doses","float","1","100000","3","The number of doses for a full treatment of a drug.",".. code-block:: json

    {
        ""Malaria_Drug_Params"": [
            {
                ""Name"": ""Artemether"",
                ""Drug_Fulltreatment_Doses"": 3
            }
        ]
    }
"
"Drug_Gametocyte02_Killrate","float","0","100000","0","The log reduction per day in early-stage gametocytes.",".. code-block:: json

    {
        ""Malaria_Drug_Params"": [
            {
                ""Name"": ""Chloroquine"",
                ""Drug_Gametocyte02_Killrate"": 0,
                ""Drug_Gametocyte34_Killrate"": 0,
                ""Drug_GametocyteM_Killrate"": 0
            }
        ]
    }
"
"Drug_Gametocyte34_Killrate","float","0","100000","0","The log reduction per day in late-stage gametocytes.",".. code-block:: json

    {
        ""Malaria_Drug_Params"": [
            {
                ""Name"": ""Chloroquine"",
                ""Drug_Gametocyte02_Killrate"": 0,
                ""Drug_Gametocyte34_Killrate"": 0,
                ""Drug_GametocyteM_Killrate"": 0
            }
        ]
    }
"
"Drug_GametocyteM_Killrate","float","0","100000","0","The log reduction per day in mature :term:`gametocyte` numbers at saturated drug concentrations.",".. code-block:: json

    {
        ""Malaria_Drug_Params"": [
            {
                ""Name"": ""Chloroquine"",
                ""Drug_Gametocyte02_Killrate"": 0,
                ""Drug_Gametocyte34_Killrate"": 0,
                ""Drug_GametocyteM_Killrate"": 0
            }
        ]
    }
"
"Drug_Hepatocyte_Killrate","float","0","100000","0","The log reduction in :term:`hepatocyte` numbers per day.",".. code-block:: json

    {
        ""Malaria_Drug_Params"": [
            {
                ""Name"": ""Chloroquine"",
                ""Drug_Hepatocyte_Killrate"": 0
            }
        ]
    }
"
