"Enable_Aging","boolean","0","1","1","Controls whether or not individuals in a population age during the simulation. **Enable_Vital_Dynamics** must be set to true (1). ",".. code-block:: json

    {
      ""Enable_Vital_Dynamics"": 1,
      ""Enable_Aging"": 1
    }
"
"Enable_Air_Migration","boolean","0","1","0","Controls whether or not migration by air travel will occur. **Migration_Model** must be set to FIXED_RATE_MIGRATION.",".. code-block:: json

    {
      ""Migration_Model"": ""FIXED_RATE_MIGRATION"",
      ""Enable_Air_Migration"": 1,
      ""Air_Migration_Filename"": ""../inputs/air_migration.bin""
    }
"
"Enable_Birth","boolean","0","1","1","Controls whether or not individuals will be added to the simulation by birth. **Enable_Vital_Dynamics** must be set to true (1). If you want new individuals to have the same intervention coverage as existing individuals, you must add a **BirthTriggeredIV** to the campaign file. ",".. code-block:: json

    {
      ""Enable_Vital_Dynamics"": 1,
      ""Enable_Birth"": 1
    }
"
"Enable_Climate_Stochasticity","boolean","0","1","0","Controls whether or not the climate has stochasticity. **Climate_Model** must be set to CLIMATE_CONSTANT or CLIMATE_BY_DATA. Set the variance using the parameters **Air_Temperature_Variance**,  **Land_Temperature_Variance**, **Enable_Rainfall_Stochasticity**, and **Relative_Humidity_Variance**. ",".. code-block:: json

    {
      ""Climate_Model"": ""CLIMATE_BY_DATA"",
      ""Enable_Climate_Stochasticity"": 1,
      ""Air_Temperature_Variance"": 2,
      ""Enable_Rainfall_Stochasticity"": 1,
      ""Land_Temperature_Variance"": 2,
      ""Relative_Humidity_Variance"": 0.05
    }
"
"Enable_Default_Reporting","boolean","0","1","1","Controls whether or not the default InsetChart.json report is created.",".. code-block:: json

    {
      ""Enable_Default_Reporting"": 1
    }
"
"Enable_Demographics_Birth","boolean","0","1","0","Controls whether or not newborns have disease risk drawn from a distribution; uniform disease risk if false. **Enable_Birth**, **Enable_Demographics_Risk**, and **Enable_Vital_Dynamics** must be set to true (1).
",".. code-block:: json

    {
      ""Enable_Birth"": 1,
      ""Enable_Demographics_Birth"": 1,
      ""Enable_Vital_Dynamics"": 1
    }
"
"Enable_Demographics_Builtin","boolean","0","1","0","Controls whether or not built-in demographics for default geography will be used. Note that the built-in demographics feature does not represent a real geographical location and is mostly used for testing. Set to true (1) to define the initial population and number of nodes using **Default_Geography_Initial_Node_Population** and **Default_Geography_Torus_Size**. Set to false (0) to use demographics input files defined in **Demographics_Filenames**.",".. code-block:: json

    {
      ""Enable_Demographics_Builtin"": 1,
      ""Default_Geography_Initial_Node_Population"": 1000,
      ""Default_Geography_Torus_Size"": 3
    }
"
"Enable_Demographics_Reporting","boolean","0","1","1","Controls whether or not demographic summary data and age-binned reports are outputted to file.",".. code-block:: json

    {
      ""Enable_Demographics_Reporting"": 1
    }
"
"Enable_Demographics_Risk","boolean","0","1","0","Controls whether or not the simulation includes the impact of disease risk in demographics.",".. code-block:: json

    {
      ""Enable_Demographics_Risk"": 1
    }
"
"Enable_Disease_Mortality","boolean","0","1","1","Controls whether or not individuals are removed from the simulation due to disease deaths.

.. only:: hiv

    This parameter should always be set to 1 (true) for this simulation type. 

",".. code-block:: json

    {
      ""Enable_Disease_Mortality"": 1
    }
"
"Enable_Egg_Mortality","boolean","0","1","0","Controls whether or not to include a daily mortality rate on the egg population, which is independent of climatic factors. ",".. code-block:: json

    {
      ""Enable_Egg_Mortality"": 1
    }
"
"Enable_Family_Migration","boolean","0","1","0","Controls whether or not all members of a household can migrate together when a MigrateFamily event occurs. All residents must be home before they can leave on the trip. **Migration_Model** must be set to FIXED_RATE_MIGRATION.",".. code-block:: json

    {
      ""Enable_Migration"": ""FIXED_RATE_MIGRATION"",
      ""Enable_Family_Migration"": 1,
      ""Family_Migration_Filename"": ""../inputs/family_migration.bin""
    }
"
"Enable_Heterogeneous_Intranode_Transmission","boolean","0","1","0","Controls whether or not individuals experience heterogeneous disease transmission within a node. When set to true (1), individual property definitions and the :math:`\beta` matrix must be specified in the demographics file (see :ref:`demo-properties` parameters). The :math:`\beta` values are multiplied with the :math:`\beta` :sub:`0` value configured by **Base_Infectivity**.

This is used only in generic, environmental, and typhoid simulations, but must be set to false (0) for all other simulation types. Heterogeneous transmission for other diseases uses other mechanistic parameters included with the simulation type.",".. code-block:: json

    {
      ""Enable_Heterogeneous_Intranode_Transmission"": 1
    }
"
"Enable_Immunity","boolean","0","1","1","Controls whether or not an individual has protective immunity after an infection clears.
",".. code-block:: json

    {
      ""Enable_Immunity"": 1
    }
"
"Enable_Infectivity_Reservoir","boolean","0","1","0","Controls whether or not an exogeneous reservoir of infectivity will be included in the simulation and allows for the infectivity in a node to be increased additively. When set to 1 (true), the demographics parameter **InfectivityReservoirSize** is expected in **NodeAtttributes** for each node.

.. warning::

    Do not set both **Enable_Infectivity_Reservoir** and  **Enable_Strain_Tracking** to true (1) - as this combination will cause an exception error.",".. code-block:: json

    {
      ""Enable_Infectivity_Reservoir"": 1
    }
"
