"Age_Ranges_Years","array of json objects","NA","NA","NA","A list of age ranges that individuals must be in to qualify for an intervention. Each age range is a JSON object with a minimum and a maximum property. An individual is considered in range if their age is greater than or equal to the minimum age and less than the maximum age, in floating point years of age. It must have the same number of objects as **Num_Targeted_XXX** has elements.",".. code-block:: json

    {
      ""Age_Ranges_Years"": [
        {
          ""Min"": 10,
          ""Max"": 19
        },
        {
          ""Min"": 30,
          ""Max"": 39
        },
        {
          ""Min"": 50,
          ""Max"": 59
        }
      ],
      ""Num_Targeted_Males"": [
        600000,
        400000,
        200000
      ],
      ""Num_Targeted_Females"": [
        500000,
        300000,
        100000
      ]
    }
"
"Distributions","array of json objects","NA","NA","[]","The ordered list of elements defining when, to whom, and how many interventions to distribute.",".. code-block:: json

    {
      ""Distributions"": [
        {
          ""Start_Year"": 1981,
          ""End_Year"": 1993.5,
          ""Property_Restrictions_Within_Node"": [],
          ""Age_Ranges_Years"": [
            {
              ""Min"": 10,
              ""Max"": 19
            },
            {
              ""Min"": 40,
              ""Max"": 49
            }
          ],
          ""Num_Targeted"": [
            100,
            300
          ]
        }
      ]
    }
"
"End_Year","float","1900","2200","2200","The year to stop distributing the intervention. Defines the time period to distribute the intervention along with **Start_Year**. The intervention is evenly distributed between each time step in the time period.",".. code-block:: json

    {
      ""Start_Year"": 1963,
      ""End_Year"": 1963.5
    }
"
"Intervention_Config","json object","NA","NA","NA","The nested JSON of the actual intervention to be distributed by this event coordinator.",".. code-block:: json

    {
      ""Intervention_Config"": {
        ""class"": ""OutbreakIndividual"",
        ""Antigen"": 0,
        ""Genome"": 0,
        ""Outbreak_Source"": ""PrevalenceIncrease"",
        ""Incubation_Period_Override"": 1
      }
    }
"
"Num_Targeted","array of integers","0","2147480000","0","The number of individuals to target with the intervention. Note that this value will be scaled up by the population scaling factor equal to **Base_Population_Scale_Factor**. If using this parameter, **Num_Targeted_Males** and **Num_Targeted_Females** must be empty.",".. code-block:: json

    {
      ""Age_Ranges_Years"": [
        {
          ""Min"": 10,
          ""Max"": 19
        },
        {
          ""Min"": 40,
          ""Max"": 49
        }
      ],
      ""Num_Targeted"": [
        100,
        300
      ]
    }
"
"Num_Targeted_Females","array of integers","0","2147480000","0","The number of female individuals to distribute interventions to during this time period. If using this parameter with **Num_Targeted_Males** to target specific genders, they both must be the same length, and **Num_Targeted** must be empty.",".. code-block:: json

    {
      ""Age_Ranges_Years"": [
        {
          ""Min"": 10,
          ""Max"": 19
        },
        {
          ""Min"": 30,
          ""Max"": 39
        },
        {
          ""Min"": 50,
          ""Max"": 59
        }
      ],
      ""Num_Targeted_Males"": [
        600000,
        400000,
        200000
      ],
      ""Num_Targeted_Females"": [
        500000,
        300000,
        100000
      ]
    }
"
"Num_Targeted_Males","array of integers","0","2147480000","0","The number of male individuals to distribute interventions to during this time period. If using this parameter with **Num_Targeted_Females** to target specific genders, they both must be the same length, and **Num_Targeted** must be empty.",".. code-block:: json

    {
      ""Age_Ranges_Years"": [
        {
          ""Min"": 10,
          ""Max"": 19
        },
        {
          ""Min"": 30,
          ""Max"": 39
        },
        {
          ""Min"": 50,
          ""Max"": 59
        }
      ],
      ""Num_Targeted_Males"": [
        600000,
        400000,
        200000
      ],
      ""Num_Targeted_Females"": [
        500000,
        300000,
        100000
      ]
    }
"
"Property_Restrictions_Within_Node","array of json objects","NA","NA","NA","A list of the **IndividualProperty** key:value pairs, as defined in the demographics file, that individuals must have to be targeted by this intervention. See :ref:`demo-properties` parameters for more information.

This parameter allows you to specify AND and OR combinations of key:value pairs. You may specify individual property restrictions using either this parameter or **Property_Restrictions**, but not both. ","The following example restricts the intervention to individuals who are urban and high risk or urban and medium risk.

.. code-block:: json

    {
      ""Property_Restrictions_Within_Node"": [
        {
          ""Risk"": ""HIGH"",
          ""Geographic"": ""URBAN""
        },
        {
          ""Risk"": ""MEDIUM"",
          ""Geographic"": ""URBAN""
        }
      ]
    }
"
"Start_Year","float","1900","2200","1900","The year to start distributing the intervention. Defines the time period to distribute the intervention along with **End_Year**. The intervention is evenly distributed between each time step in the time period. To have the intervention applied other than at the beginning of the year, you must enter a decimal value after the year. For example, 2010.5 would have the intervention applied halfway through the year 2010.",".. code-block:: json

    {
      ""Start_Year"": 1963,
      ""End_Year"": 1963.5
    }
"
"Target_Disease_State","array of strings","NA","NA","NA","A two-dimensional array of particular disease states. To qualify for the intervention, an individual must have only one of the targeted disease states. An individual must have all of the disease states in the inner array. Possible values are: 

* HIV_Positive 
* HIV_Negative 
* Tested_Positive 
* Tested_Negative 
* Male_Circumcision_Positive 
* Male_Circumcision_Negative 
* Has_Intervention 
* Not_have_Intervention",".. code-block:: json

    {
      ""Target_Disease_State"": [
        [
          ""HIV_Negative"",
          ""Not_Have_Intervention""
        ]
      ],
      ""Target_Disease_State_Has_Intervention_Name"": ""Vaccine48""
    }
"
"Target_Disease_State_Has_Intervention_Name","string","NA","NA","NA","The name of the intervention to look for in an individual when using Has_Intervention or Not_have_Intervention in **Target_Disease_State**.",".. code-block:: json

    {
      ""Target_Disease_State"": [
        [
          ""HIV_Negative"",
          ""Not_Have_Intervention""
        ]
      ],
      ""Target_Disease_State_Has_Intervention_Name"": ""Vaccine48""
    }
"
